@relation MLDATA

@attribute CODE numeric
@attribute SMOKING numeric
@attribute OBESITY numeric
@attribute DRINKING numeric
@attribute LACK_FRUIT numeric
@attribute LACK_EXERCISE numeric
@attribute AGE65_OVER numeric
@attribute AGE25_44 numeric
@attribute EARLY_SCHOOL_LEAVERS numeric
@attribute LOW_INCOME_HOUSEHOLD numeric
@attribute HCC_HOLDER numeric
@attribute UNEMPLOYMENT numeric
@attribute RAC_PLACE numeric
@attribute CLIENTS_WITH_CARER numeric
@attribute TOTAL_CLIENTS numeric
@attribute DIABETES numeric
@attribute MENTAL_DISEASE numeric
@attribute PSYCHOLOGICAL_DISTRESS numeric
@attribute HYPERTENSION numeric
@attribute 'AIR_ POLLUTANTS' numeric
@attribute STROKE numeric

@data
534,19.841731,38.567092,13.542515,61.432908,71.066742,11.40962,33.558535,29.420225,43.052204,8.466354,8.19195,65.577543,26.186441,30.700867,6.430552,10.643425,13.471055,24.356943,0.537453,1.238948
535,11.87871,21.850146,15.406728,78.149854,55.123493,9.951652,33.669084,6.799004,30.545819,11.118211,4.913143,264.872521,13.402062,14.862616,3.869256,11.101128,9.218914,21.567325,2.244624,1.379824
536,21.881146,36.533421,18.056166,63.466579,61.104292,28.723404,19.097931,21.696813,55.184191,10.515487,6.759133,93.235039,4.675325,37.870704,3.942564,10.16371,12.593913,23.198988,0,0.904888
537,9.170153,28.00778,19.492254,71.99222,58.906847,14.72923,22.808695,18.057136,26.37817,4.808907,3.432074,193.378119,20.103093,20.741955,3.512184,8.111489,10.353622,21.674343,0,0.955815
538,13.59633,30.91991,6.883995,69.08009,72.336809,5.985077,35.891411,14.729347,28.626952,6.578644,5.078125,49.6633,26.875,25.400299,6.185487,5.120551,10.795405,24.726293,0,0.76939
539,19.078552,30.079496,22.298438,69.920504,54.987318,31.725863,17.458729,17.2495,48.85006,8.10043,5.607365,22.332506,12.25,22.170644,2.943591,8.802259,12.802671,21.368175,0.010889,0.802415
540,10.93729,26.465001,21.994198,73.534999,53.967546,15.238875,34.452634,11.74086,23.763775,4.700855,5.088754,17.106549,16.765286,30.697868,2.735527,7.488999,7.123239,22.520012,29.722943,0.758143
541,19.405315,37.982913,19.861787,62.017087,60.239719,38.021164,14.666667,23.223151,57.124519,11.382114,6.435199,46.750818,13.611615,29.891472,4.064325,10.803502,12.517053,23.012031,0,0.816064
542,15.341903,23.086926,16.726586,76.913074,54.466981,11.600595,51.295046,8.55311,23.886171,5.255177,4.778919,50.594485,10.815765,33.1251,3.185578,9.083981,8.494812,22.56732,0,0.652232
543,16.224858,32.822104,12.596518,67.177896,66.709876,12.987435,37.596452,18.627863,40.313699,8.298115,7.996557,55.916408,12.636505,40.808912,4.850356,11.010331,11.764391,21.933812,1.958884,0.899063
544,24.005002,42.336152,21.046476,57.663848,68.846898,17.818063,24.4488,35.461046,55.002417,10.144045,3.508137,105.932203,40.151515,41.266034,4.971962,10.789501,12.850974,23.786261,8.87732,0.867776
545,20.846924,32.097779,9.565422,67.902221,70.954915,16.312209,36.50555,22.672077,50,8.645329,9.153747,112.817797,21.264368,5.068986,5.4783,9.974469,13.607671,21.622585,0,1.024472
546,18.677003,33.349974,9.729561,66.650026,69.319636,17.654858,32.297493,23.695284,46.792754,8.290993,8.236112,57.34767,11.532385,79.046251,5.423343,9.193485,12.238994,21.872007,1.198147,0.876093
547,13.591825,26.558067,16.6433,73.441933,57.749042,10.691,48.407425,11.306031,24.622505,5.465023,5.170235,21.582734,14.578313,37.04423,3.504897,9.328145,8.182159,21.96449,0.096293,0.773265
548,15.966527,26.262213,15.353056,73.737787,66.784833,16.702786,33.268143,18.916546,41.146071,8.376047,7.448947,134.394341,17.486339,34.82926,4.558989,9.746485,12.370983,21.593875,0.235194,0.872553
549,27.236414,37.942253,16.191447,62.057747,76.031063,14.814815,34.265921,35.865246,55.793574,7.913669,2.957359,97.087379,8.247423,99.718677,5.708154,3.358946,13.009438,24.021798,0.052951,0.7439
550,16.671461,37.76825,19.915605,62.23175,62.656439,16.220458,24.575332,23.941959,38.152866,6.228532,4.950673,0,10.59322,25.803853,4.476443,9.428358,11.299383,22.64337,0.073763,0.79485
551,20.138196,33.510169,21.306462,66.489831,64.567912,32.99624,19.404469,24.955907,56.273634,9.388604,8.216744,104.612546,12.916423,33.454999,3.943146,12.358314,13.364042,21.976706,0,1.137244
552,17.470465,34.354178,5.592452,65.645822,78.119817,7.903246,27.172267,31.460857,56.50489,14.525211,18.113459,112.149533,22.242315,54.45023,8.886011,5.877178,20.788125,24.471535,16.794489,1.120934
553,19.465329,35.710312,20.812237,64.289688,69.156439,25.678029,20.179149,29.331388,48.060487,8.126632,2.96496,58.737151,17.22488,36.59316,3.969923,9.795238,10.28053,23.261136,1.803255,0.964756
554,19.586944,33.772177,17.071169,66.227823,66.103612,21.443083,24.05138,27.480397,46.817212,8.972515,6.468341,169.534413,19.593148,49.239247,5.121265,12.853309,11.423292,23.922378,0.090958,1.23462
555,16.242076,31.605727,10.225975,68.394273,69.997904,10.735706,29.968013,21.104752,36.358063,6.850179,6.122449,0,11.340206,31.980295,6.929982,7.14279,11.174663,23.630821,0,0.939593
556,24.966903,43.066716,16.282108,56.933284,70.814306,23.743316,22.383499,32.05481,54.076198,10.863901,7.168566,89.820359,10.786517,48.654179,6.055396,13.064371,15.004028,23.77869,0,1.331237
557,14.448113,34.733305,20.196737,65.266695,72.190041,15.716753,24.050086,25.349128,38.602941,5.528974,1.951952,0,12,28.318145,4.024883,8.12744,10.763658,23.279873,1.732011,0.574848
558,18.777555,39.680107,16.025858,60.319893,66.389043,18.26087,25.108696,27.915446,46.74713,8.71917,4.865938,113.913751,22.904707,52.476658,4.933263,9.937668,12.397714,24.000579,2.638513,1.044593
559,15.946091,38.096051,20.319871,61.903949,70.230292,16.201396,21.585244,27.675783,42.824252,7.846202,2.8463,0,25.333333,22.524514,4.304042,9.113265,10.289946,23.340946,75.662465,0.670561
560,12.996687,24.908723,19.484967,75.091277,56.11798,15.944351,37.807757,10.007807,29.277713,5.612898,6.631064,151.93572,13.333333,27.468198,3.049948,9.091353,8.137466,22.49481,0,0.819768
561,17.974804,23.774224,6.003925,76.225776,79.391764,15.971651,32.22112,30.373731,58.722217,10.114972,8.31643,80.844002,29.166667,31.144069,6.36535,4.426721,16.98164,22.09219,0.163463,0.917556
562,21.244919,35.960243,6.615278,64.039757,80.28103,16.641379,30.119378,31.089677,62.206296,14.298615,14.3478,0,16.212121,19.383749,7.053544,5.922261,16.70508,22.335749,0,0.972114
563,20.08043,32.17902,6.293273,67.82098,80.336244,17.479634,29.803212,28.522881,61.595257,13.685548,13.250068,79.466357,15.864834,53.597998,6.550218,5.386364,16.038265,22.03907,1.411893,1.055873
564,17.612307,25.754489,17.164167,74.245512,56.944914,10.622148,47.946274,8.967587,24.542746,5.877181,6.282582,146.524373,12.356322,25.180604,2.906924,10.575723,9.147369,22.267073,0.018894,0.78018
565,9.301038,33.68852,18.684825,66.31148,59.004015,16.101536,23.679281,20.697756,31.14694,5.767504,1.788348,0,11.934156,29.791658,3.823926,10.124759,9.410045,23.406483,0,0.899765
566,9.361852,26.117641,16.688274,73.882359,55.961583,16.165414,22.289276,13.837545,27.888572,4.711264,3.448853,0,21.532847,26.215728,3.616741,6.902919,7.875138,21.256255,0,0.860079
567,15.829778,42.563521,14.492124,57.436479,68.592567,13.997447,29.251386,24.635005,36.077109,7.431258,6.905361,46.545106,16.473792,40.893639,5.363454,11.195235,11.596969,22.015788,0.035164,1.020387
568,6.708526,19.577287,15.875219,80.422713,52.761166,19.158059,24.839213,7.000996,24.85257,5.131116,4.666042,130.182421,17.821782,17.676571,2.926779,7.413051,7.619976,21.286467,0,0.654394
569,21.814763,38.145585,23.157212,61.854415,70.20871,19.783336,25.483523,29.888116,51.110031,8.557207,2.598358,59.055118,1.712329,38.841703,4.535111,8.516736,11.305851,23.534624,1.295121,0.88882
570,17.302416,34.324232,6.840221,65.675768,74.620856,13.33221,29.040957,23.028978,40.5302,8.793836,7.558217,459.756098,17.910448,22.753898,7.28437,8.432098,10.297021,22.287137,0,1.241204
571,14.531938,36.038442,4.361253,63.961558,74.620266,4.053138,41.774617,17.093585,37.203329,8.832095,6.457824,0,30.656934,32.130953,7.762527,3.324802,12.782065,24.967107,0,0.679523
572,12.872755,32.380318,8.820432,67.619682,70.357148,16.659832,20.994669,20.09395,35.750139,6.852725,4.781482,0,17.699115,29.792958,5.667673,5.6025,9.566372,21.972224,0,0.803058
573,8.9464,21.285743,13.269501,78.714257,56.164172,24.583373,21.814358,14.271934,34.999509,6.356831,6.838309,198.080753,15.05102,22.764702,4.067505,6.473,8.708706,21.424371,0,0.783179
574,15.893624,29.819907,13.910106,70.180093,61.474468,13.309315,38.204887,14.897139,33.716994,6.761329,7.61775,117.83272,14.449918,33.71295,4.008902,12.241212,11.499436,22.529869,0,0.745285
575,19.25238,37.992033,15.463423,62.007967,67.284131,18.886496,26.189194,28.642892,42.181352,8.654477,5.381924,124.685138,7.371007,45.406035,5.169788,10.917643,11.748529,23.518369,4.188585,1.020435
576,17.635857,43.424475,16.008287,56.575525,67.37858,11.333135,30.786817,28.820571,37.796087,7.627246,8.13151,72.534277,15.945946,38.0576,5.544772,9.023564,13.210084,23.431175,0.47857,1.035513
577,21.289886,33.982048,18.027817,66.017952,63.85684,24.294411,22.885747,27.951241,52.221481,8.107928,4.462151,102.710843,12.842105,45.507603,4.53,12.097044,12.213016,23.284564,0.437718,1.066798
578,10.554993,23.52914,11.682447,76.47086,67.211045,21.743672,24.588351,16.790094,38.243443,7.382849,4.788003,113.58238,20.692432,28.795618,5.137296,7.407066,9.91251,21.607964,2.260928,0.796769
579,20.057301,31.194585,16.784007,68.805415,64.497624,20.688594,24.914695,25.689074,45.995764,8.107175,3.856859,83.214649,23.540856,34.456341,4.392787,10.393987,11.067786,23.360585,1.561619,1.040202
580,21.721587,44.370326,15.84454,55.629674,69.396601,20.158025,26.021941,32.744928,56.467267,10.824913,8.551684,84.051724,2.52193,44.409737,6.226163,14.842931,15.544823,23.758724,1.882842,1.298182
581,19.686899,38.419594,11.175611,61.580406,73.927182,10.961291,33.793136,28.374225,46.487832,11.342513,11.821912,104.005168,30.015083,49.946463,6.837443,9.187751,12.994561,22.121403,7.144277,1.033578
582,19.700485,42.027743,15.561582,57.972257,67.376539,17.305421,26.232545,31.12794,43.638275,8.231071,4.303063,65.04065,34.260516,35.764912,5.151466,13.032588,11.796848,23.944925,1.55014,1.082848
583,20.108567,36.207966,19.379903,63.792034,63.573021,29.038656,19.597351,26.006864,57.938533,9.652318,6.645241,54.590063,5.427252,40.515831,4.33207,11.248681,12.581035,23.351049,0.492203,1.096738
584,12.961722,32.398929,19.706781,67.601071,56.730446,21.168437,19.372787,15.463336,33.529659,5.388933,1.902174,128.409091,6.632653,24.403279,3.067247,10.189296,10.703918,22.78987,0.137797,0.871855
585,16.41531,42.653727,8.822008,57.346273,72.64973,5.752252,38.360237,25.944263,40.071853,10.413217,10.6861,70.343725,28.532609,36.027338,7.908725,7.982386,12.773703,24.210699,1.876483,1.163389
586,12.188582,34.643444,20.335851,65.356556,67.527699,19.433198,19.992288,22.242614,39.064475,4.909425,1.706609,122.807018,21.100917,39.897216,3.040009,8.425129,9.837826,22.93827,0.255639,0.396196
587,14.224978,30.827249,19.087186,69.172751,60.138366,15.851114,24.187252,15.996096,32.103249,5.755479,5.291772,0,22.360248,27.840353,3.111645,10.748694,12.378873,21.327711,0,0.784885
588,20.133618,38.108308,17.463876,61.891692,67.841751,18.562662,23.182676,29.724818,50.136147,7.777618,8.381142,72.081218,39.6,29.889962,4.009241,11.377132,14.286108,22.263427,0.390768,1.042099
589,18.146215,34.034055,21.343225,65.965945,80.621117,16.8583,22.132254,37.763475,45.856354,8.76409,6.519862,0,9.836066,25.165729,3.951195,8.708445,12.389204,24.067135,262.08857,0.960341
590,21.396972,39.80235,26.345357,60.19765,70.940693,14.669535,29.756632,30.500318,41.531599,6.771646,4.74281,50,5.437352,24.688223,3.544744,7.069358,11.402203,23.447549,48.583028,0.777524
591,17.175859,33.28827,22.715036,66.71173,62.093925,19.338015,24.031709,29.124202,45.720721,11.093818,8.157736,86.122047,10.297483,47.36591,5.35998,10.976173,11.391588,23.608491,0,0.874693
592,8.248324,30.057612,20.920013,69.942388,64.246922,14.008209,23.103182,21.169154,25.936858,4.006872,3.40307,30.072003,12.149533,37.958323,3.939902,9.329291,9.510062,21.484609,0,0.935441
593,15.092401,33.107831,17.60647,66.892169,69.539496,16.566095,27.103542,31.238298,36.977867,6.702778,6.905917,72.326166,8.676141,42.711228,5.260048,11.051374,12.479353,21.519948,0,1.066142
594,11.437846,23.520823,7.982055,76.479177,73.962035,12.412625,32.819092,18.732095,38.049406,7.661577,7.835759,104.743083,20.838972,35.072122,5.761845,5.508595,10.366132,23.480365,0,0.929219
595,18.579055,39.335764,18.499966,60.664236,71.78921,15.907295,26.551037,35.93401,43.805261,7.708582,5.553983,55.946647,14.946619,46.574856,5.20326,9.383742,12.136188,23.811362,6.625275,1.009661
596,12.609848,27.718979,19.806175,72.281021,59.660267,10.710068,27.021176,21.009978,28.548387,6.958125,2.579179,320.478723,15.545244,31.074084,4.391107,8.074774,10.80295,23.873137,0.040172,0.72955
597,13.833852,26.442409,13.827684,73.557591,65.846471,9.535046,41.771543,14.742739,31.259814,8.817975,7.996371,67.6268,9.56848,39.718491,4.099696,11.841369,10.817887,22.140437,0.081336,1.078721
598,16.45523,29.160196,22.049683,70.839804,59.429647,26.121289,20.92151,27.369498,47.922266,8.050249,7.256525,98.303699,12.28903,44.163255,3.100552,9.826489,11.197944,23.655088,0,0.975331
599,15.179163,26.13677,16.621907,73.86323,64.440589,19.79961,24.79163,24.05543,40.709991,9.278238,6.834825,101.412067,14.171657,37.57478,4.038499,9.112242,11.317058,23.40065,0.075563,0.974483
600,10.452704,25.442189,19.390391,74.557811,54.924287,14.882634,31.013917,13.742931,23.465467,4.811037,3.955507,67.643392,11.757426,30.024478,2.854948,8.42263,7.885579,22.14857,0,0.670164
601,16.165811,31.840294,16.711033,68.159706,67.697337,26.565342,20.502078,34.248822,52.757564,8.819078,6.87714,70.450098,14.191617,37.365203,4.69567,10.97114,10.557591,23.700812,32.833841,0.981896
602,6.376382,27.240464,21.921708,72.759536,54.087922,11.718462,24.00606,9.240755,21.661491,3.749381,2.77154,46.943765,6.25,31.481374,2.407254,8.231411,7.78307,20.965647,0,0.627018
603,15.408012,28.226055,17.303603,71.773945,63.824331,17.02454,25.435155,23.593913,41.566464,9.152815,6.509338,124.221669,13.474388,30.691868,3.787021,7.829384,12.458679,23.656504,0.183796,0.845502
604,11.8849,28.783466,17.219037,71.216534,64.03035,19.816973,26.608667,20.90689,34.518296,5.925399,5.082335,74.525361,12.820513,49.642062,4.51738,9.455027,9.745223,21.345605,0.09755,0.896125
605,21.145197,34.269412,25.578487,65.730588,70.312849,25.838115,18.91045,30.99454,56.301895,9.708333,5.745866,50.616197,7.361963,38.065838,3.732431,8.101342,12.237614,23.203016,1.081334,0.858098
606,10.334786,25.128986,18.786645,74.871014,60.535121,10.876264,36.407373,7.766288,26.701079,8.264612,4.475151,45.038705,5.637982,29.511853,2.837529,9.442348,9.197205,21.955755,0.005848,0.599917
607,20.928354,39.062219,25.802514,60.937781,72.29011,23.206098,21.711427,37.465141,46.629817,7.629933,5.050984,61.896243,5.058717,45.881753,4.975042,7.880548,8.994876,23.726557,398.100414,0.835396
608,26.693958,43.373148,23.333471,56.626852,74.228404,19.147655,23.09637,37.477022,56.719985,15.137716,10.984346,63.969897,6.280193,43.700976,5.954682,7.240995,14.733023,23.668071,0,0.7789
609,11.70361,26.916657,14.372936,73.083343,65.484674,18.569671,28.455603,23.368267,31.658817,5.796225,5.138138,152.705061,10.06424,42.637413,5.061573,9.767232,10.385879,22.500241,0,0.975589
610,8.232535,27.143084,19.941803,72.856916,58.007175,10.479266,29.909453,13.19586,18.779343,3.335404,2.884615,126.666667,12.92517,28.760583,2.40151,7.811417,7.800915,22.490819,0,0.843923
611,22.984361,40.265379,26.445724,59.734621,76.00293,18.684676,22.988691,36.964573,49.769311,8.994438,6.725731,67.8108,9.174312,32.747838,5.136012,8.100938,10.238613,23.656324,2.745954,0.997339
612,22.185705,32.714626,24.311814,67.285374,78.469003,15.6721,26.256564,36.143982,38.121102,5.995427,3.588888,67.027759,6.976744,29.030902,4.592534,6.705184,8.995398,23.708516,597.377314,0.72487
613,16.940994,33.594902,18.305797,66.405098,71.183055,32.983697,16.98034,35.420054,54.784141,8.867081,7.507218,27.345844,5.793991,46.3989,4.709002,12.028756,12.797539,23.506898,0.661303,1.112685
614,20.820684,37.488805,18.373729,62.511195,77.608125,22.37645,21.176155,36.773114,53.967928,9.572889,10.325426,106.422879,5.412371,42.120708,5.074407,12.200304,12.307102,22.664333,1.585368,1.114763
615,26.518098,45.75614,14.634626,54.24386,79.378373,19.00228,26.793617,36.355138,58.081816,12.832401,14.833812,62.102393,7.246377,53.290937,6.708263,13.858203,17.181032,23.743194,0,1.439767
616,15.819848,34.387212,19.092125,65.612788,70.033333,19.626168,24.010538,33.083105,47.149619,7.653379,6.964604,48.128342,8.366013,44.61786,4.119428,11.195445,12.767765,23.717512,0.229974,0.856418
617,14.401485,38.194138,13.448865,61.805862,72.930179,6.497164,32.308345,24.368526,29.391082,6.544202,5.050832,0,15.141956,38.25874,6.059681,9.420639,11.693932,23.933077,0,0.899371
618,11.385882,30.503995,20.865977,69.496005,65.934892,19.223085,22.90788,25.880426,33.040837,5.320219,4.558459,114.249843,9.756098,40.077819,4.358324,9.454357,10.253058,21.718307,0.581701,0.951063
619,12.53168,25.839457,19.572704,74.160543,56.282738,19.099993,22.480048,18.050436,36.00356,6.907111,4.918435,52.996533,15.560166,28.825309,2.87752,5.762748,9.173194,23.292311,0,0.576921
620,18.411944,34.860156,20.59573,65.139844,66.401639,10.451389,28.211806,29.802002,36.847122,8.886523,4.621936,0,3.209877,46.477061,5.235853,7.907484,12.072522,23.852046,0,0.934416
621,23.464309,45.852465,16.677297,54.147535,76.783501,14.819846,27.647325,41.155079,53.060138,14.14713,12.498384,0,6.278027,45.82404,6.718546,12.443171,15.436979,23.949729,11.104032,1.42741
622,22.672149,41.552062,13.826949,58.447938,77.44366,16.79856,28.281041,32.790788,49.853003,11.910046,11.941964,168,9.380748,50.161915,6.640566,11.514132,14.723984,23.747884,0,1.252054
623,18.344316,29.229194,16.449601,70.770806,65.517828,27.170512,24.354713,27.037875,51.093211,9.282093,7.43328,107.739779,12.859425,36.768,4.106922,9.562644,11.073029,23.459665,1.419856,0.930202
624,14.32205,27.760902,18.480682,72.239098,68.06971,19.336619,23.765155,28.061105,43.785705,6.977702,6.536878,26.783115,10.894418,51.731177,3.089536,9.085474,12.197465,23.179537,0.882038,0.907344
625,13.734574,35.277874,20.802996,64.722126,66.370744,11.251729,28.01408,30.645131,31.847986,6.085618,3.382454,45.016077,11.551529,69.567105,5.20674,10.334078,11.05413,24.153578,0.872837,0.926163
626,16.584189,36.442037,19.436195,63.557963,73.655445,19.503611,23.415332,37.476743,46.987505,7.049533,5.93076,57.223796,9.477124,30.900397,4.817839,10.15277,10.730208,22.872538,6.03807,0.999947
627,17.508677,34.559256,17.442805,65.440744,70.485386,30.185609,18.247559,33.499559,58.931675,10.77874,9.853026,64.71198,22.391858,41.591099,4.62424,12.987676,12.717814,23.910702,0.159604,1.164392
628,19.642479,34.605196,14.533458,65.394804,76.254174,14.539968,30.777886,32.768108,51.277724,12.399811,11.677683,148.509174,10.659187,43.895118,6.395832,10.368018,13.228334,21.844397,0,1.510257
629,22.408402,43.471418,17.713429,56.528582,77.140981,15.21677,25.732564,40.015122,48.804252,9.307047,7.477367,56.558363,8.560311,36.753462,6.49827,11.54482,13.956204,24.128855,0,1.388297
630,25.058311,42.967829,23.59143,57.032171,75.587412,19.396459,24.872769,37.728693,50.165526,9.228204,6.676449,63.372093,3.246753,42.16574,4.593538,8.242025,11.686415,23.757685,10.994065,1.051436
631,17.303169,34.131833,17.044306,65.868167,73.789125,10.917598,27.288219,35.055327,32.612194,7.246832,5.867672,114.4641,8.277704,41.892537,5.280412,9.757219,11.193149,24.542584,967.267963,0.951896
632,12.287518,30.414108,14.885702,69.585892,69.369904,14.537494,28.468792,27.490961,34.015829,6.90826,6.336971,0,9.293194,52.165371,5.774381,9.620365,10.836557,21.615534,0,0.911773
633,17.708689,33.000459,18.18003,66.999541,76.065146,20.518198,20.531728,39.06719,55.10782,10.018152,7.591661,0,12.530713,25.981786,4.950924,10.317657,11.416335,23.757674,23.024354,1.273358
634,21.08814,41.623478,14.272556,58.376522,77.377648,13.810927,27.211246,39.420414,49.386932,10.778475,13.598326,43.317485,11.811927,51.385285,7.278567,16.504016,14.047827,24.780764,0.822977,1.294557
635,17.760404,36.7106,15.382455,63.2894,73.878217,15.247225,29.654664,32.684208,41.708031,9.63444,11.90224,48.987854,9.44206,45.97667,6.818857,13.302689,12.750988,23.323747,2.013406,1.110432
636,17.32624,30.432864,17.557631,69.567136,67.033614,45.225744,11.263208,31.108024,59.565271,9.600206,8.213883,35.759294,5.425017,53.699856,4.342767,11.450921,12.525691,21.995305,0,0.945705
637,9.328168,26.840466,17.122277,73.159534,62.078942,14.425945,28.345473,18.005147,26.31156,4.428596,3.568986,0,15.201465,41.307768,4.161574,8.487905,8.277051,21.339001,0,0.753502
638,13.129765,30.403818,19.584519,69.596182,65.236773,19.006829,21.390919,24.465294,37.037649,5.277758,5.298013,261.477046,8.383234,43.962354,3.643639,11.19846,11.322055,21.289152,0,0.954962
639,13.816352,29.036149,22.83454,70.963851,60.534655,12.144537,25.306821,22.210525,29.684066,5.283091,2.515815,219.908914,5.092593,30.801987,2.891186,7.7454,10.973889,23.222691,0.053142,0.798076
640,13.241781,24.82424,17.386178,75.17576,60.757381,10.870206,43.687113,12.113608,26.846516,8.726427,5.456916,103.940605,10.150376,18.24053,2.732761,7.316643,8.44137,23.472979,0,0.661631
641,11.727493,25.919711,16.753258,74.080289,57.606945,9.412991,46.093324,12.252441,22.375909,5.926362,4.420195,162.262747,9.985316,28.141407,3.242132,10.164563,8.859067,22.767814,0.007233,0.679163
642,10.146504,26.043012,16.800961,73.956988,61.947738,8.566282,33.245408,11.094368,29.842638,6.363849,4.221043,72.378139,8.600337,35.070938,3.379589,10.047949,10.026541,22.310819,0,0.8108
643,14.732116,30.791439,23.031169,69.208561,66.057675,17.270138,23.928668,22.922734,36.517413,6.257679,6.7805,72.622478,8.15508,47.878206,4.062697,10.30577,11.041083,21.55439,62.706564,0.909045
644,17.330746,26.414617,21.735621,73.585383,55.670687,18.670999,31.969913,19.519734,32.345897,7.49576,5.656766,61.49293,15.277778,25.54722,2.429528,6.158613,9.607845,23.181741,0,0.726545
645,19.323583,40.974237,25.140436,59.025763,81.220478,6.380986,35.623829,31.987159,24.381968,2.800803,1.69295,0,7.633588,36.030382,3.6116,5.457617,8.643758,24.266681,179.062315,0.756017
646,23.760975,46.320185,13.40684,53.679815,82.161876,8.358548,29.168468,38.304594,49.090909,12.569505,12.60165,65.641026,10.761155,48.267156,8.219356,9.95268,15.159513,24.050852,0.044548,1.236568
647,12.318175,26.761402,21.960123,73.238598,57.082553,23.813894,20.996718,21.012952,39.490132,6.267308,4.630386,62.020565,10.766653,43.487809,2.661965,8.21732,9.753787,23.363828,0.091785,0.7765
648,21.286087,35.42383,16.581011,64.57617,75.438822,25.69724,20.069005,38.900423,60.011907,11.634294,10.409408,51.854888,12.119114,34.454594,5.639222,12.358599,12.49514,23.64447,24.572461,1.289662
649,21.020461,37.44321,17.380719,62.55679,72.642752,26.837181,22.445813,38.124163,59.656442,11.552114,11.898931,71.302595,15.359116,49.149003,5.596671,12.878437,13.675607,23.659268,0,1.177497
650,23.030574,39.879404,14.629696,60.120596,77.631301,14.863683,28.264844,38.19039,51.501098,13.106257,15.052748,122.703894,12.37525,42.96947,7.442194,14.804989,13.871617,23.631165,12.749757,1.415691
651,19.396154,34.158062,25.907961,65.841938,67.465929,7.64058,33.851208,33.426566,32.676564,5.685727,3.431689,81.669691,15.680473,37.406046,4.907005,10.658148,13.059559,24.557384,0,0.979871
652,14.906594,28.521429,21.834702,71.478571,58.21028,21.66555,27.040047,23.416818,40.256207,6.971986,5.697574,72.141213,14.760148,32.020981,2.674568,7.224618,9.895588,22.819203,3.363675,0.771096
653,22.840736,36.995625,24.335009,63.004375,77.843168,26.553382,18.647002,38.172651,62.06955,11.327026,8.222557,36.972445,7.010014,29.849138,4.837015,10.105828,12.745882,23.696074,0.889797,1.078864
654,16.512546,37.798731,18.036087,62.201269,72.704796,14.648961,26.260942,35.224897,41.073338,8.764464,6.790964,63.660477,9.001406,55.646689,5.613085,12.189498,12.321882,21.715864,0,0.926782
655,21.103096,36.831029,16.546899,63.168971,79.711112,30.281118,15.67327,38.730177,65.230239,12.064496,11.60479,14.852536,17.746229,32.135596,4.973152,12.85335,15.325178,23.705239,17.183096,1.138346
656,24.094014,38.843008,15.149758,61.156992,76.328485,17.463652,26.925728,37.249812,55.597785,11.194929,11.464567,222.610353,6.731352,55.801127,6.440501,14.306125,14.61175,24.51088,8.023101,1.223072
657,22.956906,45.744755,15.482111,54.255245,78.340915,14.350148,28.185163,38.194061,50.101871,11.329647,10.476663,153.195489,6.534653,33.418624,6.752836,13.879053,14.8779,22.986436,0,1.393779
658,20.887589,31.28535,20.96542,68.71465,59.187475,15.597407,33.017096,19.636951,39.118419,11.812126,5.853392,64.484127,4.379562,38.885547,3.334742,6.837299,11.336346,23.114767,0,0.805877
659,22.049672,32.213655,15.795759,67.786345,75.195965,15.346002,26.622445,36.19252,42.911422,13.747989,12.724043,0,7.648184,52.707522,5.781726,11.679712,13.18452,24.219302,1956.01849,0.95267
660,15.889839,28.478423,22.402483,71.521577,58.095227,21.277499,24.404046,25.383196,40.882939,7.130904,5.620513,92.258224,13.888889,41.165437,3.06223,9.006925,10.883895,23.610694,0.000013,0.887296
661,15.539505,26.008163,20.531893,73.991837,60.210711,22.031221,23.839498,28.948188,45.840738,7.435834,6.466277,58.849955,12.204234,41.610085,3.629587,9.669852,10.990915,23.438617,0.843447,0.955683
662,12.922805,30.072025,20.380116,69.927975,58.823935,31.206735,16.177113,22.349573,50.427058,9.304675,7.74872,24.103469,6.523682,40.688224,2.487888,9.645531,11.005062,22.902437,0,0.857074
663,12.068059,34.502365,18.484945,65.497635,67.641105,13.05183,26.968019,35.021319,34.445104,5.905703,2.217366,117.596566,8.51419,28.525579,4.86149,10.066309,9.615163,24.086442,39.594103,0.985003
664,8.048401,26.42648,20.038881,73.57352,59.960458,8.712582,30.299343,14.820136,22.719002,4.318489,4.173376,0,8.786611,32.82309,2.968653,8.451147,9.28722,20.996488,0,0.568673
665,11.715789,28.730787,15.476388,71.269213,66.208159,13.728807,34.777594,19.706723,31.219567,5.556514,6.396817,110.328638,8.953722,42.388248,4.231921,9.982302,9.66502,21.556945,0.00444,0.89599
666,6.473994,24.31226,15.113948,75.68774,60.039813,19.312358,21.791205,17.043818,28.372713,4.501092,3.383105,22.988506,11.151961,41.864094,4.140167,6.816571,7.521871,21.380505,0,0.805862
667,15.475627,31.14968,19.700729,68.85032,61.598426,18.971748,24.655059,26.080088,39.065646,7.661902,6.018234,0,14.006179,27.984222,3.494572,8.352715,11.043039,23.255267,1.987834,0.782041
668,9.219888,28.82124,16.929012,71.17876,66.618731,11.728458,25.983046,24.173196,25.557119,4.560676,3.938271,0,10.377358,30.920686,4.156246,9.915451,9.926339,23.524353,0.141098,0.834014
