@relation MLDATA

@attribute CODE numeric
@attribute SMOKING numeric
@attribute OBESITY numeric
@attribute DRINKING numeric
@attribute LACK_FRUIT numeric
@attribute LACK_EXERCISE numeric
@attribute AGE65_OVER numeric
@attribute AGE25_44 numeric
@attribute EARLY_SCHOOL_LEAVERS numeric
@attribute LOW_INCOME_HOUSEHOLD numeric
@attribute HCC_HOLDER numeric
@attribute UNEMPLOYMENT numeric
@attribute RAC_PLACE numeric
@attribute CLIENTS_WITH_CARER numeric
@attribute TOTAL_CLIENTS numeric
@attribute DIABETES numeric
@attribute MENTAL_DISEASE numeric
@attribute PSYCHOLOGICAL_DISTRESS numeric
@attribute HYPERTENSION numeric
@attribute 'AIR_ POLLUTANTS' numeric
@attribute STROKE numeric

@data
250,17.891288,33.633788,18.954541,66.366212,64.320315,29.232804,21.513605,34.132516,55.939284,10.866414,6.473684,95.087163,9.925558,10.054549,4.640673,12.924943,12.267596,23.442838,0.016542,1.021728
251,17.942811,38.315243,21.468797,61.684757,67.354783,22.678019,20.206767,39.374885,54.358354,9.421129,5.364529,50.953079,13.092551,19.162796,4.243286,11.207523,12.240149,23.508914,0.149193,1.06556
252,12.631998,30.93076,7.170747,69.06924,75.863039,14.233545,28.062777,27.603391,37.374936,7.735136,6.770385,386.243386,14.105793,22.768535,8.14664,5.579516,10.970752,22.239679,41.486389,0.824055
253,10.279208,32.643688,8.037579,67.356312,71.430656,8.973416,33.221253,23.965468,27.049283,5.196863,4.196874,80.840229,9.263658,32.251386,7.451356,5.996852,9.458466,22.629644,0,0.846091
254,8.724042,35.813277,18.556543,64.186723,64.439538,10.75723,27.394329,21.406871,18.694078,2.608269,1.41914,0,21.556886,17.404946,4.220172,9.019965,9.091005,23.448298,1.026366,0.681963
255,27.461191,44.067342,25.611503,55.932658,75.411942,23.909043,19.860673,40.351812,54.492455,8.999833,5.398183,51.593323,12.068966,48.379848,5.346261,8.471134,11.50301,23.614288,5.24686,0.97658
256,11.824019,30.24342,15.265527,69.75658,56.716672,14.188122,38.685204,10.514248,21.990942,3.167231,4.012826,212.256077,21.442125,19.293399,2.53163,6.247321,7.553753,22.506174,0,0.589241
257,23.196927,48.94042,17.563574,51.05958,72.999203,17.386271,24.99319,47.359149,53.05155,11.754477,9.470405,46.029919,9.327549,31.21935,6.629252,15.960924,15.550917,24.336466,4117.680305,1.265486
258,15.513358,27.001846,10.164269,72.998154,71.495288,16.188594,27.57764,26.629391,43.13651,7.54667,6.682373,158.606344,17.401392,23.284313,5.673535,5.339629,10.537195,23.62636,0,0.724364
259,18.963605,38.388588,19.223621,61.611412,68.266254,17.147232,27.76203,40.685271,40.017395,6.494266,5.03672,142.549261,8.461538,29.203489,5.516778,11.542543,11.989396,21.911123,0,1.054382
260,20.07847,24.64804,9.110115,75.35196,74.410694,18.903592,29.197457,24.611419,58.510379,8.552569,10.409165,0,26.213592,36.183462,6.311983,6.277618,14.433843,23.695982,0,0.97924
261,15.963954,29.29713,9.057473,70.70287,71.968321,15.886184,26.547823,26.157128,47.997205,8.43449,7.555075,41.212121,22.994652,24.804549,5.617753,4.721857,11.11854,23.632039,0,0.753528
262,8.536152,29.030912,13.834436,70.969088,63.653411,8.706813,30.966154,24.792721,24.159883,3.974356,8.142193,46.833013,12.935323,16.803323,5.106699,5.273873,8.725711,23.651344,0.007578,0.682173
263,8.046815,22.197255,17.931162,77.802745,52.473813,19.792529,24.841242,13.481511,25.27038,2.697048,3.744383,184.800897,22.18845,19.572191,2.817887,6.459985,7.13322,20.989336,0,0.510164
264,17.023844,36.794795,16.885119,63.205205,66.270584,23.146537,21.550395,35.562649,51.879495,8.375188,5.256683,30.504379,9.168809,40.296316,3.955098,11.385232,11.662252,23.390845,0,0.890579
265,20.611446,40.040781,23.198948,59.959219,64.462256,20.41117,24.024698,40.570722,44.831591,5.813852,3.29431,105.774144,17.437722,32.082181,4.794343,8.340706,9.754846,23.504214,0.862658,0.875834
266,14.032522,29.358334,15.820385,70.641666,61.486181,15.722328,24.306596,36.721719,34.862385,4.80575,3.851603,70.25247,17.910448,25.086846,4.426169,8.154729,10.026181,23.874041,0.716848,0.76692
267,10.099189,21.16698,9.943726,78.83302,69.057359,5.578712,53.346227,11.085758,24.837327,5.563959,5.532338,0,12.598425,15.830141,4.19395,3.664751,7.565222,23.666498,0.94532,0.524463
268,19.963815,42.705572,17.110669,57.294428,70.139709,13.603735,27.020718,45.836579,36.651179,5.905877,4.391892,114.649681,5.434783,34.723716,5.506268,10.435956,11.327889,24.727295,0.130366,1.031451
269,18.777182,36.546887,19.76918,63.453113,60.985818,31.274985,17.570428,32.406367,56.127515,8.856326,8.601878,95.248474,15.096066,28.091352,3.914398,11.177812,12.203286,23.454476,0.151074,0.943205
270,19.153372,34.825097,23.090756,65.174903,60.969661,33.507997,15.788035,29.273862,58.598953,8.343325,8.138116,50.319829,15.098039,25.784967,3.62002,10.152238,12.153254,23.249895,0.125512,0.823055
271,9.504902,20.845402,13.1324,79.154598,60.949574,17.436289,26.590143,17.927776,35.041726,4.640442,3.495517,58.380009,19.129082,15.379161,3.796689,4.233324,8.710544,22.903513,0,0.66038
272,20.28004,40.278599,17.207946,59.721401,68.139584,32.822779,18.138904,40.130378,64.413924,8.885263,9.317804,75.416479,17.850799,29.476995,5.759998,12.76058,14.007363,23.561484,0,1.147033
273,5.027244,17.304766,16.731919,82.695234,48.205236,21.313269,19.253207,8.760237,21.497009,3.009711,4.390797,71.088083,23.723229,19.935911,2.962957,5.548308,6.55448,21.770129,0,0.553828
274,22.903452,37.532463,12.41544,62.467537,77.432173,12.781069,30.154158,38.742405,48.322581,10.554922,9.242081,95.63253,16.113744,28.057379,8.028391,8.683641,14.138554,22.29822,0.018711,1.111024
275,18.012729,33.959272,23.484503,66.040728,58.741826,29.16148,21.579722,35.397422,45.429553,6.252916,6.364589,77.19715,17.040359,31.233099,4.679395,10.631223,12.152231,23.001475,22.122737,0.898508
276,14.501106,25.711639,5.756955,74.288361,67.408967,14.371846,33.74657,12.764874,35.079879,3.930669,5.341596,105.009052,25.65445,19.504878,4.987974,3.832848,8.637507,24.120269,0.040492,0.766522
277,16.833317,30.879787,20.861764,69.120213,62.031724,26.454604,18.757992,38.131188,49.228706,6.819446,6.504802,33.94683,6.676558,32.492069,4.404437,10.411646,11.521918,23.524709,0,0.875577
278,12.933236,28.182929,15.314308,71.817071,64.496654,11.09778,42.807439,18.754247,26.304729,5.450298,8.147655,0,24,26.834934,3.79464,9.981248,10.412673,22.721452,0,0.685542
279,14.155992,23.820989,18.054889,76.179011,54.355397,12.692172,50.203216,9.573693,20.672,4.090982,6.317184,132.097335,10.128617,17.425574,2.591909,8.827327,8.415093,22.539896,0,0.728001
280,12.300424,27.501596,18.214918,72.498404,57.503618,6.5616,49.010608,10.034792,22.448859,5.464728,5.434664,0,14.851485,23.508729,2.7131,10.660887,9.075105,22.372342,0.264386,0.760617
281,20.817381,43.812511,17.837313,56.187489,68.662815,18.526403,24.996529,40.370778,46.897093,8.562963,5.375272,0,7.177814,24.182746,5.309883,11.438321,10.387521,23.645917,0.268577,1.023797
282,17.87267,41.978371,18.657685,58.021629,64.407974,20.659963,27.464322,34.023667,42.742224,6.892974,4.060548,177.767355,10.300429,52.788103,4.672473,11.128307,9.629296,23.347446,0.090102,1.09655
283,29.937243,61.238928,16.196505,38.761072,77.048579,11.997395,26.778447,52.301084,59.566185,14.602196,11.880439,0,14.285714,16.399419,6.782154,12.381091,15.360445,24.506615,3.334678,1.000957
284,18.578074,40.214889,22.928615,59.785111,72.67303,21.236672,20.69308,40.194979,49.729567,7.059459,3.468912,37.775446,12.977099,33.484818,4.564133,10.131592,9.732328,23.420642,49.421659,1.054182
285,23.972369,41.955278,15.717577,58.044722,70.90703,26.070331,20.394392,41.675253,63.632758,10.988404,9.23864,130.625916,10.197087,26.576554,5.520612,13.980256,14.201306,23.649633,0.035554,1.180851
286,16.634845,33.304483,18.806526,66.695517,53.870992,51.116539,10.013957,30.984378,56.614964,10.609172,6.976744,90.473656,6.25,25.354386,3.697568,8.979986,10.457064,23.600626,0,0.718329
287,10.54687,30.494722,20.644517,69.505278,56.760642,19.85458,22.219616,24.647927,32.339847,4.919807,3.012786,0,13.79845,21.859176,2.809798,7.124305,9.42681,21.897027,0,0.784052
288,15.835875,41.779475,17.611723,58.220525,69.199947,9.61418,32.174621,43.553356,33.90545,6.226984,3.318787,0,11.702128,26.414731,6.020695,12.337783,11.140649,23.946148,0,1.111051
289,12.445744,28.667068,7.477091,71.332932,69.040694,17.023126,28.76891,24.187101,37.720488,6.249027,6.219691,66.755231,11.141304,13.745514,6.384091,5.775996,9.734392,22.0387,0,0.767992
290,18.317101,35.373798,19.846888,64.626202,60.452801,23.372279,22.387638,40.913295,47.205902,7.222464,7.856853,90.393701,8.862275,30.072311,5.072024,13.026561,13.111453,23.764445,0.996404,1.190771
291,19.295297,36.071354,24.704643,63.928646,75.223932,23.463823,20.021816,37.010022,48.581794,6.546275,2.549162,0,6.976744,34.356225,3.893788,7.443317,9.8343,23.388327,106.601115,0.843313
292,20.828981,39.434308,20.671943,60.565692,69.142471,21.876403,22.609606,40.370483,51.201011,7.541843,3.610108,139.913232,12.250712,40.643566,5.212713,9.845709,10.599483,23.786282,29.876631,1.250826
293,16.866928,30.520443,21.265099,69.479557,57.326202,29.759587,22.634806,31.140821,55.829681,9.306445,5.009874,74.523008,13.907285,30.199712,2.977038,9.46879,12.204223,22.775316,0,1.033455
294,16.363415,28.862007,17.093838,71.137993,62.328298,30.001429,19.476807,33.191941,55.13397,8.358709,4.446184,73.098962,16.367368,33.412223,3.970405,10.507641,11.742028,23.108992,0,0.941681
295,17.331659,32.489833,18.777106,67.510167,62.250141,31.154504,18.795351,34.1083,60.448489,7.782837,6.971935,37.5,12.577833,25.170073,4.113624,10.538762,11.995637,23.531446,0,0.834363
296,14.514732,34.211965,20.15569,65.788035,69.615035,30.982019,16.320885,34.088757,58.161728,7.456482,6.283588,0,18.902439,17.892521,3.569498,8.553268,11.45888,23.413334,0,0.73188
297,19.830295,35.332691,20.478883,64.667309,65.022181,26.330404,21.704241,34.395785,52.32848,8.767571,7.932417,65.79974,8.503401,30.766606,4.662867,11.472448,12.488621,21.359747,0.365599,1.087582
298,9.127282,28.819536,21.528926,71.180464,51.446662,22.689076,18.847539,28.516127,30.997877,4.09603,2.515425,26.289181,10.204082,23.907496,3.282392,8.897654,8.689559,23.6297,0,0.772452
299,13.338422,30.294103,17.683476,69.705897,62.956673,17.442635,25.240779,33.409796,38.14503,7.351057,2.18696,29.180696,12.443096,27.488117,4.649305,9.810629,9.866102,23.646663,7.509268,0.821994
300,15.94058,36.687308,15.774834,63.312692,68.822999,15.409027,26.51622,39.300708,41.797782,8.159853,3.674026,103.587444,15.142429,31.82061,5.141384,11.089191,11.006362,23.658176,0,1.068778
301,20.109019,39.201665,17.167646,60.798335,65.417024,19.144332,28.341934,36.250842,46.222411,10.447761,4.697794,131.868132,12.406015,36.603282,5.277894,12.801848,11.494975,23.555976,0,1.222832
302,15.787241,35.686082,21.280381,64.313918,73.120888,15.767332,24.512004,37.253871,43.311205,6.412733,1.980898,43.810494,10.536779,30.488982,4.408491,9.053545,8.981111,23.517582,1.984473,0.988334
303,15.205317,34.732354,16.01024,65.267646,62.382914,21.521636,27.151688,36.58052,47.676261,8.646755,8.160569,211.673935,10.07984,35.345982,5.785958,13.919906,12.531296,23.693736,2.110232,1.288113
304,14.441721,32.996295,20.538748,67.003705,57.411717,25.711264,19.545214,35.823401,43.718593,7.060237,5.983101,0,9.846154,23.982911,4.250892,10.886087,11.222339,23.789016,0.202126,1.03114
305,24.453109,43.25357,16.968713,56.74643,69.025298,21.898024,22.829959,44.792037,57.88992,9.613723,11.419348,40.816327,14.00463,29.891555,6.10585,12.443981,15.674945,24.011949,0,1.138507
306,15.063235,33.14835,20.328339,66.85165,56.786091,22.208555,22.099221,34.81452,41.629399,6.591285,5.610375,0,9.76431,29.531523,4.429589,11.671745,10.535818,23.620337,0.001025,0.852332
307,14.884208,33.847412,17.542504,66.152588,67.113263,14.584135,25.497743,37.5757,37.583801,7.260655,4.843926,153.382163,13.146233,30.812865,5.211091,11.366415,11.721606,23.580502,2.585931,1.095053
308,7.74071,21.865784,19.714398,78.134216,50.601148,19.902913,18.706176,17.940103,24.41068,2.813112,3.126551,89.672095,21.95122,20.878358,3.354007,6.76999,7.24254,21.501005,0.029978,0.752912
309,8.741055,21.512022,20.723937,78.487978,54.201641,14.91361,26.784632,15.263215,24.243813,2.73283,3.409162,82.949309,20.829876,22.522204,2.936056,6.22899,7.977614,21.2308,0.003765,0.698846
310,24.943562,48.564165,25.191856,51.435835,76.445727,20.129943,25.316456,36.24092,60.020311,10.311912,6.936722,75.161059,11.491443,35.331591,5.761021,9.731382,13.281838,23.523548,0,1.000033
311,16.196195,36.822084,17.300963,63.177916,67.470949,17.780731,22.936877,41.456959,41.696509,6.852691,4.033746,0,9.939759,23.486134,5.353881,12.195052,11.928132,23.909911,0.001562,1.093253
312,5.820624,19.194442,17.188237,80.805558,47.508955,17.971463,20.107957,9.489433,21.46933,2.54895,4.682534,98.2958,23.154362,19.600185,2.637577,5.536498,6.518462,21.24459,0,0.575224
313,17.242386,31.660383,13.456177,68.339617,62.265661,16.776487,33.218916,25.261663,44.630654,10.295902,7.029367,67.382813,17.343578,25.571573,4.268869,10.41977,11.860214,24.074047,0,1.07174
314,15.956092,35.316559,12.807123,64.683441,65.991416,22.77166,25.285685,34.307254,54.72155,8.846595,5.653833,31.548757,9.006211,35.817396,3.648748,10.100131,11.983712,23.638505,0.008343,1.074488
315,13.850552,32.073186,20.286761,67.926814,57.523753,18.475384,23.48525,30.740312,38.000568,4.4909,3.742168,174.959217,16.267943,26.90619,3.871568,9.648055,10.705628,23.836753,0,0.985933
316,21.931063,41.901067,15.74777,58.098933,71.665461,18.089851,24.475144,40.987401,55.769231,10.686016,10.63469,0,9.456265,42.685101,5.993367,13.907908,16.174051,21.989039,0.013002,1.046297
317,19.523001,40.061486,19.40441,59.938514,69.074284,25.511237,22.023689,41.365318,55.879265,8.712121,8.325571,53.548552,8.310502,32.862791,5.281422,12.885379,13.686516,22.14998,0.00008,1.230545
318,21.424825,39.503939,19.074657,60.496061,71.916414,22.560006,22.387079,45.65408,53.928818,8.944944,7.98482,0,10.267534,35.002036,6.133143,12.930355,13.227654,22.046012,553.710877,1.170846
319,12.428173,27.006813,18.503591,72.993187,54.732731,11.547656,46.486852,9.023627,21.058672,5.410811,4.773785,158.505155,14.362657,44.272212,3.0863,11.596689,8.771783,21.286473,4.606641,0.917399
320,16.047545,29.028045,12.962317,70.971955,65.436816,23.019278,26.005683,22.405835,43.073646,7.022859,5.96463,97.768332,22.912621,26.481225,5.097953,7.800757,9.511333,21.354369,0.06264,0.888556
321,9.664753,21.312445,18.434406,78.687555,47.267254,18.248767,32.066405,8.738848,22.018207,3.791116,3.554732,13.309672,15.885417,21.300902,2.569652,6.712914,6.518161,22.209294,0,0.613772
322,19.159481,35.968957,20.364754,64.031043,68.709268,30.453235,17.906306,25.349941,54.654919,8.303944,3.723987,77.376171,13.01536,38.756411,4.045782,9.79275,10.906487,23.040091,1.016556,0.947943
323,13.292306,35.505477,15.734528,64.494523,63.09845,14.104288,24.426914,21.933193,36.597869,7.648225,3.229848,0,4.226919,44.139101,4.339873,10.347951,10.996959,23.713221,0.307031,0.933666
324,14.272573,26.835873,17.572821,73.164127,57.356222,12.882605,35.658959,11.805725,28.520471,6.053009,6.0594,59.042706,13.467656,30.700844,3.281593,11.620663,10.103605,21.676094,0,0.829879
325,22.748948,34.864936,27.355626,65.135064,68.333847,31.404353,16.930126,26.862219,58.714127,11.061648,6.080866,22.53286,12.102689,42.886096,3.628415,10.096062,11.9975,23.173887,10.909464,0.901526
326,19.696768,37.948522,19.96951,62.051478,73.913691,20.861147,25.273885,32.932621,48.236719,8.217931,4.468062,47.27133,17.39645,39.043365,4.183109,8.878557,11.290133,23.534975,0.777737,1.005299
327,16.434537,31.095018,16.606824,68.904982,63.754823,19.037504,28.413419,20.292889,37.99961,6.017746,4.581931,0,12.695925,35.702672,4.238659,8.445084,10.062512,21.230154,60.360447,0.926412
328,16.264003,32.783575,10.314776,67.216425,70.391028,17.530137,28.695419,25.947885,43.017166,8.476363,7.553511,125.11374,16.207951,35.045967,6.043077,9.373484,12.31512,21.748256,0,1.061759
329,18.749104,32.471005,13.118888,67.528995,70.332418,18.043219,33.720005,25.78549,47.863753,8.448829,7.867607,145.16129,16.371681,32.080257,5.670351,8.07835,13.485621,21.752974,0.181992,0.951991
330,18.780305,34.223415,23.902056,65.776585,68.349976,23.962264,19.654088,22.383236,53.146853,7.276423,1.884422,21.276596,6.617647,30.696624,3.831531,8.362018,9.914481,23.11845,0,0.646305
331,21.339345,37.336302,19.569038,62.663698,72.254434,25.218544,22.708968,30.096105,54.677648,8.829239,3.290094,90.653153,4.88145,46.385251,4.822841,11.116941,12.113651,23.358064,0.403823,0.915332
332,18.938304,33.162636,6.887526,66.837364,75.836549,16.013908,34.03338,27.120172,54.200609,10.890376,10.516854,81.544084,16.106443,38.160308,6.360891,7.087601,13.91505,23.318961,2.53845,1.11926
333,8.449633,14.927899,18.535106,85.072101,45.499511,23.315878,29.506523,5.336543,22.187601,4.131372,3.611021,31.01145,11.386139,17.163917,2.083796,6.78793,7.19634,21.377351,0,0.586864
334,15.575182,29.775643,14.027122,70.224357,60.523768,12.168588,34.193212,14.306686,33.707471,7.393816,7.742681,22.660819,21.763085,31.20354,3.912856,9.139822,9.824481,22.643396,0,0.702315
335,7.362529,21.57913,16.461432,78.42087,54.503575,16.498442,22.404984,9.374426,29.563875,4.820784,5.592745,116.161616,17.5,34.935061,3.595732,7.732265,8.798197,21.231997,0,0.742638
336,15.946318,23.629713,11.245613,76.370287,67.0645,14.956788,33.087074,16.101752,39.555809,6.533505,4.582568,114.193548,14.295347,33.728363,4.972314,7.818542,10.128452,22.651987,1.222221,0.955554
337,19.663957,36.337985,18.471623,63.662015,73.236128,27.562357,17.430653,30.996098,63.693517,10.780008,7.808219,30.620467,5.158265,42.723338,4.70175,11.781031,13.320933,23.243716,0.99313,1.10625
338,18.698275,45.011937,14.391703,54.988063,65.799098,15.811539,28.560591,28.315816,41.99183,7.682757,7.468272,111.83941,7.897664,41.754121,5.449266,11.148224,12.484804,23.979845,0.417584,1.33135
339,16.798372,35.550727,19.50839,64.449273,71.019537,17.801088,22.494172,26.691851,43.556765,6.68711,3.934086,34.459459,5.484461,45.745994,4.176913,9.21598,11.615484,23.142157,0.340989,0.985119
340,23.033062,37.041563,25.603061,62.958437,64.13476,29.387786,19.671641,28.126771,56.26119,11.457169,7.220442,80.228137,15.402567,37.665173,4.1355,11.089832,13.055289,23.485729,0.225726,1.031168
341,12.879889,35.15749,17.81021,64.84251,53.495395,22.772441,22.10997,15.356534,39.063171,8.831169,4.597701,126.191812,5.467626,42.537319,3.505715,11.404339,9.914159,23.15223,16.066572,0.891467
342,19.848324,43.247114,16.027305,56.752886,69.832743,18.001058,28.78387,30.01457,53.290113,10.613912,7.815815,110.562685,3.545673,44.042103,5.76767,15.203403,14.053011,23.786812,1.034706,1.195187
343,15.250406,39.024875,18.389294,60.975125,63.791466,20.124856,26.228027,23.395305,45.184609,8.579779,5.202445,126.943005,3.951368,34.027225,4.568843,13.205783,11.764664,23.311962,0.041084,1.063231
344,7.432088,16.512192,12.656334,83.487808,53.932059,18.965106,20.573351,8.397228,32.536197,5.259643,4.921381,34.407428,19.44,25.253449,3.3775,5.120071,8.084552,21.752092,0,0.656427
345,13.784772,39.075593,19.8391,60.924407,69.858226,15.263628,24.745308,24.321693,40.499284,5.894725,2.626246,85.271318,19.426752,36.361516,4.166309,9.253393,11.397054,23.321693,0.942702,0.75641
346,13.879911,28.639454,17.145225,71.360546,64.996821,15.846814,28.188121,18.64847,34.452758,6.472992,5.474698,118.871903,19.628099,29.31255,4.423374,10.663751,11.072685,21.457419,10.97109,0.979732
347,18.468258,31.114794,15.138006,68.885206,69.778882,17.530182,30.986363,22.520878,40.488944,7.820353,7.062844,125.933202,20.359281,33.599558,5.214749,10.721724,12.035019,21.675263,3.573811,1.110641
348,12.482753,33.134192,15.7939,66.865808,63.848347,11.416807,29.365525,21.834935,31.494253,6.232208,4.513317,42.149631,24.212272,24.928229,4.449335,8.586161,12.275029,22.925241,0.018693,0.89006
349,7.357142,21.335011,20.841786,78.664989,47.656452,22.738765,16.898426,9.176839,24.868312,3.283434,3.989453,63.719862,16.777963,25.668103,2.46578,6.563203,7.129335,21.2744,0,0.653445
350,16.88688,36.105362,19.680859,63.894638,64.40292,23.828895,19.674556,23.864218,44.886364,6.192991,2.772233,61.47541,14.88764,34.317678,3.591098,9.752155,10.726239,22.978538,0.915802,0.893985
351,17.715057,33.5412,17.96645,66.4588,57.854256,18.257174,30.402866,19.726428,42.732001,9.310005,3.994885,94.438615,8.485401,32.601003,4.031883,11.642086,11.838908,23.345679,0.542165,1.0501
352,23.710843,38.814497,19.633444,61.185503,64.189978,30.4,19.674419,26.382469,55.283237,9.052353,4.614767,134.810711,19.476744,33.860996,5.092824,12.244401,12.603929,23.44304,3.828934,1.067612
353,16.714769,33.289475,20.846963,66.710525,68.16419,22.908557,18.60448,24.430608,46.9097,6.865349,2.33853,0,16.666667,32.174965,3.4909,8.485905,9.67668,23.047061,2.857903,0.972291
354,21.385039,41.289414,14.802286,58.710586,64.855742,19.871581,26.981473,28.139973,50.552251,11.777373,7.604263,307.903403,14.401077,42.841908,4.877623,14.913285,13.645883,23.553825,0.628715,1.129562
355,17.244225,38.349919,17.156039,61.650081,62.322497,18.351901,26.280134,24.985594,43.918093,9.346628,4.328786,48.062351,11.649726,29.930233,4.317526,12.939196,11.711124,23.654975,0.839747,1.093629
356,18.066768,34.691171,20.409327,65.308829,73.5993,20.016307,20.627803,30.69885,49.591965,7.018016,3.776752,0,7.653061,40.635922,4.463919,9.946149,11.377195,23.369224,0,0.89943
357,11.721834,35.556047,21.179082,64.443953,68.529356,15.181796,22.682398,24.159906,38.11545,5.555556,2.237637,0,14.084507,23.540831,3.60227,9.692975,11.187831,23.389746,0.286407,0.686808
358,10.104658,26.873138,13.301088,73.126862,61.917466,15.157726,26.066655,12.331506,34.202101,5.36712,5.563003,47.263682,18.42871,34.709146,4.141529,6.999396,9.191698,22.800695,0.024708,0.738004
359,11.436578,31.034335,15.146411,68.965665,63.880901,19.919357,21.773502,20.231773,35.253411,5.712483,4.028068,127.27692,23.389571,32.165556,4.437757,8.323172,10.241289,21.858291,1.571051,0.921249
360,10.345556,30.0679,8.179831,69.9321,70.748208,7.655339,29.315928,19.343704,31.885385,6.826493,5.354089,0,9.811321,21.970576,6.219532,7.30263,11.805684,24.001116,0,0.87997
361,9.5844,22.700506,14.664708,77.299494,59.505749,18.318255,25.438859,12.730664,35.321945,5.951097,6.555091,97.188264,17.42532,30.765739,4.098283,7.889032,9.019813,21.32588,0,0.785479
362,12.420462,19.854337,12.28322,80.145663,64.534678,15.104969,31.815774,12.455022,41.960328,6.268978,7.427166,84.745763,21.276596,30.852517,3.865728,6.661173,10.04447,22.465908,1.059131,0.675773
363,17.32655,28.189802,7.499228,71.810198,74.67588,11.54899,39.254171,22.072846,50.680052,10.421262,10.469442,58.823529,13.734568,47.943423,6.393474,7.143611,14.396783,24.036723,1.592925,1.036762
364,19.081704,35.422536,24.504177,64.577464,67.971585,25.578295,20.378641,22.57655,51.948536,7.364163,3.132019,19.008572,29.60688,36.779494,3.180085,8.826166,10.738227,23.116628,0,0.807046
365,7.255243,18.707563,18.651283,81.292437,48.855078,22.700513,18.72547,7.496663,24.678065,3.459717,3.673526,121.440665,16.27409,23.484995,2.410421,6.647459,7.144188,21.118667,0,0.759527
366,26.568477,40.980342,6.283529,59.019658,80.38432,11.520148,34.773648,32.766594,66.974484,14.215725,22.162645,49.192929,14.047288,65.245569,7.760154,7.975566,21.25383,24.807917,1.191468,1.15109
367,16.57865,29.673626,14.227986,70.326374,63.091255,12.992788,36.446314,15.107886,34.466871,7.259397,7.173627,85.300207,15.647059,37.625498,4.397082,11.116378,10.484837,22.906531,0,0.899288
368,14.966969,28.388235,14.636288,71.611765,60.576477,9.997708,49.354453,12.028561,29.557903,8.020415,6.992277,62.305296,15.036232,40.522283,4.032686,13.629772,10.544892,22.407998,0,0.775949
369,12.308273,19.759181,11.389972,80.240819,60.375715,21.957694,27.811072,15.585361,42.078076,7.342324,9.077108,0,18.926103,32.046225,4.276657,5.520775,9.623303,22.702661,0,0.771545
370,22.319826,36.226575,24.843846,63.773425,70.753429,29.132071,17.549728,30.291384,59.766327,8.762359,2.601872,72.625698,7.591934,55.487779,4.988548,9.637276,10.196673,23.416328,0.853858,0.971581
371,14.086139,29.763821,15.266805,70.236179,65.319386,18.738298,28.084044,21.266726,40.954626,7.509402,6.01296,30.516432,24.866106,53.436917,4.755492,8.802848,10.825479,21.655767,0,1.001427
372,13.707094,27.767183,6.816389,72.232817,71.195712,13.487683,28.334904,18.3066,43.245404,7.323654,5.877287,0,20.967742,9.531884,5.140725,6.870192,11.204743,24.031068,0,0.628996
373,17.337856,30.341894,10.404854,69.658106,71.472416,22.455522,30.389485,24.589758,49.251761,10.189174,7.863198,0,27.272727,9.768288,5.868394,8.116954,12.917925,21.847138,0,0.839542
374,15.539697,36.922146,18.896642,63.077854,63.961804,16.76225,22.76889,29.039164,40.892984,6.047625,4.572826,51.236749,18.181818,27.964083,3.892391,8.325824,10.859926,23.339966,1.620614,0.738174
375,11.372705,20.00792,10.288915,79.99208,63.598852,18.66558,29.334077,14.473095,47.727846,7.600345,8.332107,44.950379,20.382775,32.494768,4.475137,6.678642,11.994567,22.522105,0,0.733746
376,12.218966,25.391687,6.461971,74.608313,76.544479,10.015773,27.681388,23.296991,42.082683,10.359902,8.116883,113.636364,14.074074,29.434652,7.2257,4.363273,13.365729,22.011675,0,1.206022
377,25.321768,41.244825,16.793021,58.755175,70.657481,18.741778,26.278728,35.909137,56.762071,10.736281,6.892709,39.551358,8.810573,46.801423,5.875477,15.3108,15.282294,23.891456,0.018255,1.21417
378,6.325532,18.35978,17.151112,81.64022,47.150742,20.903143,20.666454,7.059736,24.984453,4.122925,4.003314,182.184751,15.629742,26.047061,2.794844,6.942266,7.236385,21.235276,0,0.665983
379,26.180838,41.845939,7.126477,58.154061,81.686095,15.256844,27.474623,35.887692,70.541167,16.383232,22.453862,29.821074,18.323353,49.700584,8.458716,7.319549,26.666121,22.501925,10.183887,1.225598
380,20.312123,35.337234,18.466456,64.662766,70.709821,26.744449,19.426824,28.060612,56.444574,8.782311,3.746398,89.243499,10.362694,52.762436,4.761045,10.945165,10.952426,23.284935,0,1.051624
381,17.326548,22.158539,10.689969,77.841461,65.96953,7.995116,44.179556,9.354512,61.102381,7.329024,7.46748,171.066526,14.341085,29.751214,3.598545,8.799226,11.836986,23.48102,0,1.104393
382,12.979591,27.428607,20.046443,72.571393,51.216229,15.190588,40.094118,8.079283,26.260971,7.594619,6.414676,49.81774,19.359331,34.862382,2.699382,11.756733,8.986237,21.938933,0,0.677658
383,10.79387,20.951233,11.305435,79.048767,64.278285,13.962182,37.129684,10.463998,33.78162,4.872181,5.188194,62.712388,13.211186,36.5752,4.111073,8.04917,9.445474,23.328497,0,0.754713
384,13.623759,32.806279,6.924141,67.193721,73.912959,9.201579,29.086217,20.164907,36.594804,8.377014,6.40021,48.699502,16.291161,35.790466,6.872773,5.417473,12.027775,23.572866,0,1.026546
385,16.09624,29.532538,19.211783,70.467462,61.129725,19.463475,23.995047,19.820946,36.063379,6.002943,7.342657,0,17.30038,36.369249,3.987231,8.094925,10.337673,21.476804,0,0.957647
